Location_ID,Location_Name,Location_Type,City,State,Latitude,Longitude,Ramp_Available,Elevator_Available,Wheelchair_Entrance,Braille_Signage,Audio_Announcements,Accessible_Washroom,Tactile_Path,Reserved_Parking,Footpath_Condition,Lighting,Safety_Level,CCTV_Available,Public_Transport_Nearby,Parking_Available,Crowd_Level,Average_Waiting_Time,Daily_Footfall,User_Rating,Accessibility_Complaints,Last_Inspection_Months,Number_of_Floors,Lift_Condition,Emergency_Exit_Accessibility,Accessibility_Score,Accessibility_Category,Improvement_Priority
LOC0617,Hyderabad Railway Station,Railway Station,Hyderabad,Telangana,17.47903,78.526984,Yes,No,Yes,No,Yes,Yes,No,No,Average,Average,High,Yes,Yes,Yes,Medium,7,19905,3.2,3,18,2,NA,No,65.5,Average,Low
LOC0618,Jaipur Bus Stand,Bus Stop,Jaipur,Rajasthan,26.863607,75.645782,No,No,Yes,No,No,No,No,No,Poor,Good,High,No,Yes,Yes,High,11,253,2.7,3,0,1,NA,Partial,41.7,Poor,High
LOC0619,Thane Grand Mall,Mall,Thane,Maharashtra,19.341699,72.923246,Yes,No,Yes,Yes,Yes,No,No,No,Poor,Good,Medium,Yes,Yes,Yes,High,9,15244,3.5,3,6,2,NA,Yes,67.2,Average,Medium
LOC0620,Coimbatore Public Garden,Park,Coimbatore,Tamil Nadu,10.932704,77.057839,No,No,No,Yes,No,No,No,No,Average,Good,High,Yes,Yes,Yes,Low,16,2522,2.9,5,13,1,NA,No,50.8,Poor,Medium
LOC0621,Nashik Plaza Mall,Mall,Nashik,Maharashtra,19.85981,73.701298,Yes,No,Yes,No,Yes,Yes,No,No,Poor,Average,Medium,Yes,Yes,No,Medium,43,16130,4,3,21,2,NA,Partial,57.5,Average,Medium
LOC0622,Thane Tehsil Office,Government Office,Thane,Maharashtra,19.361172,72.991721,No,Yes,No,No,Yes,No,No,Yes,Average,Average,Medium,No,No,Yes,Low,16,3144,2.1,3,14,1,Poor,Partial,47.8,Poor,Medium
LOC0623,Thane General Hospital,Hospital,Thane,Maharashtra,19.30267,72.842222,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Good,Good,High,Yes,Yes,Yes,High,21,3031,4.4,2,11,6,Average,Partial,100,Excellent,Low
LOC0624,Guwahati Government College,College,Guwahati,Assam,26.117587,91.690222,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Good,Poor,Medium,Yes,Yes,Yes,High,13,2391,3.2,4,23,3,Average,Partial,78.9,Good,Medium
LOC0625,Kolkata Bus Depot,Bus Stop,Kolkata,West Bengal,22.563833,88.410508,No,No,Yes,Yes,Yes,No,No,Yes,Poor,Poor,Low,Yes,Yes,No,High,7,1933,3,5,1,1,NA,No,26.9,Poor,High
LOC0626,Thane Medical Center,Hospital,Thane,Maharashtra,19.238692,72.930486,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Good,Average,Medium,Yes,Yes,Yes,Medium,32,3419,4.2,1,14,7,Poor,Yes,97.7,Excellent,Low
LOC0627,Mysuru Museum,Tourist Attraction,Mysuru,Karnataka,12.348788,76.715992,Yes,Yes,No,No,Yes,No,No,No,Poor,Good,High,Yes,Yes,Yes,Medium,14,1680,3,2,19,1,Good,Yes,72.6,Average,Medium
LOC0628,Chandigarh Green Park,Park,Chandigarh,Chandigarh,30.849594,76.630174,Yes,No,No,No,No,Yes,Yes,No,Good,Average,Low,Yes,No,Yes,Medium,14,250,3.5,0,10,1,NA,Partial,62,Average,Medium
LOC0629,Thane Bus Depot,Bus Stop,Thane,Maharashtra,19.362173,72.949244,Yes,No,No,Yes,No,Yes,No,No,Average,Good,Low,Yes,Yes,No,Low,12,2115,2.3,2,21,1,NA,Partial,56.1,Average,Medium
LOC0630,Pune Health Centre,Hospital,Pune,Maharashtra,18.408428,73.916886,Yes,Yes,Yes,No,Yes,No,No,Yes,Good,Average,Medium,No,Yes,Yes,High,29,872,3.7,8,15,3,Good,No,70.4,Average,High
LOC0631,Kochi General Hospital,Hospital,Kochi,Kerala,10.005804,76.402036,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Average,Average,High,Yes,No,Yes,Medium,12,4494,4.6,0,1,5,Average,Yes,99.6,Excellent,Low
LOC0632,Patna Railway Station,Railway Station,Patna,Bihar,25.546244,85.126396,No,No,Yes,No,Yes,No,No,No,Poor,Average,Medium,Yes,Yes,Yes,High,29,14015,3.5,4,8,1,NA,No,34.1,Poor,High
LOC0633,Lucknow International Airport,Airport,Lucknow,Uttar Pradesh,26.843407,81.071563,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Average,Poor,Medium,Yes,Yes,No,High,37,16514,4.4,3,12,7,Average,Yes,75,Good,Medium
LOC0634,Nashik Central Park,Park,Nashik,Maharashtra,19.938633,73.721351,Yes,No,No,No,No,Yes,No,Yes,Poor,Average,Medium,No,No,Yes,Low,18,447,3.3,6,7,1,NA,Yes,51.1,Poor,High
LOC0635,Jaipur Grand Mall,Mall,Jaipur,Rajasthan,26.838257,75.760104,Yes,No,Yes,Yes,No,Yes,No,Yes,Average,Good,Medium,Yes,Yes,Yes,High,21,15027,3.4,2,5,5,NA,Yes,80.9,Good,Medium
LOC0636,Pune Central Station,Railway Station,Pune,Maharashtra,18.466299,73.770309,No,Yes,Yes,Yes,Yes,No,Yes,No,Average,Average,Low,Yes,Yes,Yes,Medium,42,7524,3.2,4,0,2,Good,No,63.4,Average,Medium
LOC0637,Nagpur Museum,Tourist Attraction,Nagpur,Maharashtra,21.230552,79.196576,Yes,Yes,No,No,No,Yes,No,Yes,Poor,Average,Low,Yes,Yes,Yes,Low,12,454,3.2,2,7,1,Good,Partial,60,Average,Medium
LOC0638,Visakhapatnam Grand Mall,Mall,Visakhapatnam,Andhra Pradesh,17.542799,83.205581,Yes,Yes,Yes,No,No,No,Yes,No,Average,Average,High,Yes,Yes,Yes,Medium,34,14756,3.6,2,21,6,Poor,Partial,73,Average,Low
LOC0639,Mumbai Junction,Railway Station,Mumbai,Maharashtra,19.087914,73.001701,Yes,No,No,No,No,Yes,No,Yes,Good,Average,Medium,Yes,Yes,No,Medium,41,7935,3.2,5,12,3,NA,Partial,63.8,Average,Medium
LOC0640,Patna Central Station,Railway Station,Patna,Bihar,25.508398,85.040027,No,Yes,No,Yes,No,Yes,No,Yes,Average,Average,Low,Yes,Yes,Yes,High,34,5444,3.4,6,1,1,Poor,No,46.3,Poor,High
LOC0641,Jaipur Collectorate Office,Government Office,Jaipur,Rajasthan,27.051044,75.762015,No,No,Yes,No,Yes,No,Yes,No,Poor,Average,High,Yes,No,Yes,Low,24,4626,2.7,3,5,3,NA,No,47,Poor,Medium
LOC0642,Chandigarh Airport Terminal,Airport,Chandigarh,Chandigarh,30.609966,76.760536,Yes,Yes,Yes,No,No,Yes,No,Yes,Poor,Average,High,Yes,Yes,No,Low,37,6657,3.4,0,10,7,Poor,Partial,72.7,Average,Medium
LOC0643,Kanpur Central Park,Park,Kanpur,Uttar Pradesh,26.592874,80.444342,No,No,No,No,No,Yes,No,No,Poor,Average,High,No,Yes,Yes,Low,5,2947,3.6,5,15,1,NA,No,35.5,Poor,High
LOC0644,Chandigarh Bus Stand,Bus Stop,Chandigarh,Chandigarh,30.856776,76.756712,No,No,No,Yes,Yes,No,No,No,Poor,Good,Low,No,Yes,No,High,2,531,3.2,8,22,1,NA,Partial,26.9,Poor,High
LOC0645,Kolkata City Bus Stop,Bus Stop,Kolkata,West Bengal,22.683409,88.376069,No,No,No,Yes,Yes,No,No,No,Good,Good,High,No,Yes,No,Low,21,2795,2.7,2,10,1,NA,No,61,Average,Low
LOC0646,Ahmedabad Airport Terminal,Airport,Ahmedabad,Gujarat,23.091991,72.639476,No,Yes,Yes,No,Yes,Yes,No,No,Poor,Poor,Medium,Yes,Yes,Yes,High,29,11761,3.9,1,16,3,Good,Yes,57.5,Average,Medium
LOC0647,Thiruvananthapuram Airport Terminal,Airport,Thiruvananthapuram,Kerala,8.563198,76.889821,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Average,Good,High,Yes,Yes,Yes,Medium,38,13886,4.7,2,2,3,Good,Yes,100,Excellent,Low
LOC0648,Nagpur Health Centre,Hospital,Nagpur,Maharashtra,21.106567,79.148973,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Good,Poor,High,Yes,Yes,Yes,Medium,12,1931,3.4,0,23,4,Good,No,92.8,Excellent,Low
LOC0649,Coimbatore Bus Depot,Bus Stop,Coimbatore,Tamil Nadu,11.103964,76.889526,No,No,No,No,Yes,Yes,No,No,Poor,Average,Low,Yes,Yes,No,High,24,1576,3,1,13,1,NA,No,24.2,Poor,High
LOC0650,Jaipur Botanical Garden,Tourist Attraction,Jaipur,Rajasthan,27.000373,75.858028,No,No,Yes,Yes,Yes,Yes,No,No,Poor,Average,High,Yes,Yes,Yes,Low,14,475,3.3,2,12,1,NA,Yes,69.5,Average,Medium
LOC0651,Surat Degree College,College,Surat,Gujarat,21.142687,72.693316,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,Good,Low,No,No,Yes,Medium,13,3207,3.1,3,12,1,Poor,Partial,72.1,Average,Medium
LOC0652,Nagpur District Office,Government Office,Nagpur,Maharashtra,21.265187,79.077048,Yes,Yes,No,Yes,Yes,No,No,No,Good,Good,High,Yes,No,Yes,Low,12,732,2.1,2,11,1,Poor,Yes,88,Good,Low
LOC0653,Bhopal Bus Depot,Bus Stop,Bhopal,Madhya Pradesh,23.164931,77.425932,No,No,No,No,No,No,No,No,Poor,Average,Medium,No,Yes,No,Low,17,944,2,4,5,1,NA,No,19.1,Poor,High
LOC0654,Patna College of Engineering,College,Patna,Bihar,25.523257,85.017962,No,Yes,No,No,No,No,Yes,No,Average,Poor,Low,Yes,Yes,No,Medium,16,3071,3.6,2,6,1,Average,Partial,39.3,Poor,High
LOC0655,Chandigarh Airport Terminal,Airport,Chandigarh,Chandigarh,30.765977,76.711034,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Average,Average,High,Yes,Yes,No,Medium,28,7185,4,1,15,2,Good,Partial,100,Excellent,Low
LOC0656,Mumbai Degree College,College,Mumbai,Maharashtra,19.2185,72.805628,Yes,No,No,No,Yes,No,Yes,No,Average,Good,High,Yes,Yes,Yes,Medium,32,2576,3.7,2,9,1,NA,Yes,76.2,Good,Low
LOC0657,Nagpur Airport Terminal,Airport,Nagpur,Maharashtra,21.031676,79.119022,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Good,Average,Medium,Yes,No,Yes,Medium,42,3761,4.1,0,22,2,Good,Yes,100,Excellent,Low
LOC0658,Ahmedabad City Hospital,Hospital,Ahmedabad,Gujarat,22.953993,72.70673,No,No,Yes,Yes,Yes,No,Yes,No,Average,Average,High,Yes,Yes,No,Low,6,4794,4.7,2,20,2,NA,Yes,77.5,Good,Low
LOC0659,Patna Tehsil Office,Government Office,Patna,Bihar,25.631505,85.282984,No,Yes,No,No,Yes,No,Yes,No,Poor,Poor,Medium,Yes,No,Yes,Medium,36,570,2,6,15,3,Poor,Partial,31,Poor,High
LOC0660,Visakhapatnam Railway Station,Railway Station,Visakhapatnam,Andhra Pradesh,17.705402,83.316658,No,Yes,No,No,Yes,No,No,No,Average,Poor,Medium,No,Yes,No,Medium,20,12812,3.2,4,13,3,Average,Partial,40.4,Poor,High
LOC0661,Chandigarh Public Garden,Park,Chandigarh,Chandigarh,30.838218,76.782743,No,No,No,Yes,No,Yes,No,No,Average,Average,High,No,Yes,No,Low,14,869,2.9,3,21,1,NA,Partial,54.2,Poor,Medium
LOC0662,Thiruvananthapuram City Bus Stop,Bus Stop,Thiruvananthapuram,Kerala,8.540661,76.895236,Yes,No,No,No,No,No,No,No,Average,Poor,Low,Yes,No,Yes,High,13,2195,3.1,3,15,1,NA,Partial,27.7,Poor,High
LOC0663,Ahmedabad Medical Center,Hospital,Ahmedabad,Gujarat,22.912767,72.509298,No,No,Yes,No,Yes,Yes,Yes,No,Average,Average,Medium,Yes,Yes,No,High,5,640,3.7,4,15,5,NA,Yes,60.6,Average,Medium
LOC0664,Mumbai Central Station,Railway Station,Mumbai,Maharashtra,19.177469,72.915651,Yes,No,Yes,No,No,Yes,No,No,Average,Poor,Medium,No,Yes,No,Medium,32,16685,3.3,2,14,3,NA,Yes,53.2,Poor,Medium
LOC0665,Bengaluru College of Engineering,College,Bengaluru,Karnataka,13.053139,77.513967,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good,Good,High,Yes,Yes,Yes,Medium,19,2392,3.5,0,22,3,Good,Yes,100,Excellent,Low
LOC0666,Thiruvananthapuram City Bus Stop,Bus Stop,Thiruvananthapuram,Kerala,8.588703,77.07979,No,No,Yes,No,No,Yes,Yes,No,Poor,Good,Medium,Yes,Yes,Yes,Medium,9,531,2.8,1,13,1,NA,Yes,56.6,Average,Medium
LOC0667,Surat Airport Terminal,Airport,Surat,Gujarat,21.233608,72.69112,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Good,Poor,High,Yes,No,Yes,Low,31,3165,4.3,1,21,7,Average,Partial,98,Excellent,Low
LOC0668,Pune Institute of Technology,College,Pune,Maharashtra,18.477468,73.864159,Yes,Yes,Yes,No,Yes,No,No,No,Average,Poor,High,No,No,Yes,High,35,945,3,3,3,1,Poor,Yes,61.1,Average,Medium
LOC0669,Thiruvananthapuram Shopping Mall,Mall,Thiruvananthapuram,Kerala,8.590066,76.937353,Yes,Yes,No,No,No,No,Yes,No,Average,Poor,High,Yes,Yes,Yes,Low,22,14352,2.9,3,11,4,Good,Partial,66.6,Average,Low
LOC0670,Kanpur Shopping Mall,Mall,Kanpur,Uttar Pradesh,26.56739,80.332229,Yes,No,No,No,No,Yes,No,No,Poor,Good,Low,Yes,Yes,Yes,High,38,6060,3.3,3,22,6,NA,Yes,43.2,Poor,High
LOC0671,Patna Collectorate Office,Government Office,Patna,Bihar,25.728373,85.11967,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Good,Good,High,Yes,No,Yes,Medium,5,2968,2.8,1,0,2,Good,No,97.6,Excellent,Low
LOC0672,Bhopal International Airport,Airport,Bhopal,Madhya Pradesh,23.370989,77.405235,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good,Good,Medium,Yes,Yes,Yes,Low,6,7031,4.3,1,23,6,Poor,Yes,100,Excellent,Low
LOC0673,Indore City Bus Stop,Bus Stop,Indore,Madhya Pradesh,22.623674,75.813726,Yes,Yes,Yes,Yes,No,No,No,No,Poor,Poor,Low,Yes,Yes,No,Low,15,2033,2.5,2,17,1,Average,Partial,47.4,Poor,High
LOC0674,Pune Airport Terminal,Airport,Pune,Maharashtra,18.52756,73.764956,Yes,Yes,Yes,Yes,No,No,No,Yes,Average,Good,Medium,Yes,No,Yes,High,21,18494,3.4,1,9,4,Poor,Partial,75.1,Good,Medium
LOC0675,Nashik College of Engineering,College,Nashik,Maharashtra,19.877579,73.728663,No,No,Yes,No,No,Yes,No,No,Average,Good,High,Yes,No,No,High,6,3387,3.6,1,2,3,NA,Partial,58.7,Average,Medium
LOC0676,Chennai Municipal Office,Government Office,Chennai,Tamil Nadu,13.095775,80.136926,No,No,Yes,No,No,No,No,No,Poor,Good,Medium,No,Yes,Yes,Medium,9,2078,3.1,6,20,1,NA,No,28.5,Poor,High
LOC0677,Ahmedabad Medical Center,Hospital,Ahmedabad,Gujarat,23.11923,72.436579,Yes,Yes,Yes,No,No,No,Yes,Yes,Poor,Good,Low,Yes,Yes,Yes,Low,29,1265,3.9,3,4,3,Average,Yes,71.7,Average,Medium
LOC0678,Chandigarh Airport Terminal,Airport,Chandigarh,Chandigarh,30.815393,76.833959,No,Yes,No,Yes,Yes,Yes,No,Yes,Average,Average,Low,Yes,No,Yes,Medium,41,9055,3.4,2,3,2,Average,Yes,69.2,Average,Medium
LOC0679,Nagpur Plaza Mall,Mall,Nagpur,Maharashtra,21.042933,79.168949,No,No,Yes,No,Yes,Yes,Yes,Yes,Good,Poor,High,Yes,No,Yes,High,18,11229,2.5,1,10,3,NA,Partial,66.2,Average,Medium
LOC0680,Mumbai International Airport,Airport,Mumbai,Maharashtra,19.029037,72.879606,Yes,Yes,Yes,No,Yes,No,No,Yes,Poor,Poor,High,Yes,No,Yes,Medium,35,13547,3.4,1,18,6,Good,Yes,70.7,Average,Medium
LOC0681,Kanpur Plaza Mall,Mall,Kanpur,Uttar Pradesh,26.492101,80.238677,Yes,Yes,Yes,No,No,No,No,No,Good,Average,Medium,Yes,Yes,Yes,High,44,13505,4,3,17,4,Average,Yes,76,Good,Medium
LOC0682,Coimbatore Bus Depot,Bus Stop,Coimbatore,Tamil Nadu,11.08272,76.940192,No,No,Yes,No,No,No,No,No,Average,Average,Medium,No,Yes,No,Medium,12,1486,3,8,17,1,NA,No,29.1,Poor,High
LOC0683,Guwahati Botanical Garden,Tourist Attraction,Guwahati,Assam,26.041443,91.587271,No,Yes,Yes,No,Yes,No,Yes,No,Average,Average,Low,Yes,Yes,Yes,Medium,3,2544,2.3,2,1,1,Good,Yes,64.2,Average,Medium
LOC0684,Pune Shopping Mall,Mall,Pune,Maharashtra,18.494887,73.893101,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Good,Average,High,Yes,Yes,Yes,High,16,18604,2.9,2,18,2,Average,Yes,100,Excellent,Low
LOC0685,Chennai Temple Complex,Tourist Attraction,Chennai,Tamil Nadu,13.011535,80.329796,No,No,Yes,No,No,No,Yes,No,Poor,Average,Low,No,No,Yes,Medium,15,2553,3.5,3,20,1,NA,Partial,29.1,Poor,High
LOC0686,Visakhapatnam Botanical Garden,Tourist Attraction,Visakhapatnam,Andhra Pradesh,17.805304,83.269855,Yes,No,No,Yes,Yes,No,No,No,Poor,Poor,Medium,Yes,No,Yes,Low,23,526,4,2,21,1,NA,Yes,52.2,Poor,High
LOC0687,Kanpur Bus Stand,Bus Stop,Kanpur,Uttar Pradesh,26.469173,80.242954,No,No,No,No,No,No,No,No,Good,Average,Low,No,Yes,No,Medium,16,2661,3,4,17,1,NA,No,26.2,Poor,High
LOC0688,Chennai Municipal Office,Government Office,Chennai,Tamil Nadu,13.220588,80.348449,No,No,No,No,No,No,No,Yes,Average,Average,High,Yes,Yes,Yes,Low,25,4904,2.6,5,17,2,NA,Yes,51.2,Poor,Medium
LOC0689,Nashik Collectorate Office,Government Office,Nashik,Maharashtra,20.034446,73.853482,No,No,Yes,Yes,Yes,Yes,No,Yes,Good,Good,High,Yes,Yes,Yes,Low,23,2528,3.7,1,20,2,NA,Partial,90.3,Excellent,Low
LOC0690,Coimbatore City Bus Stop,Bus Stop,Coimbatore,Tamil Nadu,10.896645,77.082207,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Average,Average,Medium,Yes,Yes,No,High,2,1427,2.1,5,6,1,Poor,Partial,65.4,Average,Medium
LOC0691,Pune College of Engineering,College,Pune,Maharashtra,18.417976,73.790569,Yes,No,No,No,No,No,No,Yes,Poor,Good,Low,Yes,Yes,Yes,High,22,2967,3.5,3,15,2,NA,Yes,42.9,Poor,High
LOC0692,Chandigarh Degree College,College,Chandigarh,Chandigarh,30.757514,76.739639,Yes,No,Yes,Yes,No,No,No,No,Average,Poor,Low,Yes,No,Yes,High,27,2235,3.9,5,12,3,NA,Partial,42.9,Poor,High
LOC0693,Bengaluru Public Garden,Park,Bengaluru,Karnataka,12.832901,77.658712,Yes,Yes,Yes,No,No,No,No,No,Average,Poor,Low,Yes,Yes,No,Medium,8,2988,2.3,7,14,1,Good,No,38.2,Poor,High
LOC0694,Ahmedabad City Hospital,Hospital,Ahmedabad,Gujarat,23.093648,72.433408,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Poor,Good,Medium,Yes,Yes,Yes,High,14,3469,4.1,3,18,2,Poor,Partial,84.2,Good,Medium
LOC0695,Hyderabad Bus Depot,Bus Stop,Hyderabad,Telangana,17.365708,78.49217,No,No,No,No,No,No,No,No,Poor,Average,Medium,No,Yes,Yes,High,9,903,2.3,6,8,1,NA,Yes,24.9,Poor,High
LOC0696,Thiruvananthapuram Railway Station,Railway Station,Thiruvananthapuram,Kerala,8.475044,76.948817,No,Yes,Yes,No,No,No,Yes,No,Average,Poor,Low,Yes,Yes,No,Medium,8,3257,1.7,1,9,1,Poor,Partial,36,Poor,High
LOC0697,Visakhapatnam Shopping Mall,Mall,Visakhapatnam,Andhra Pradesh,17.741148,83.158647,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Poor,Good,Low,Yes,Yes,No,High,42,16209,3.3,6,15,3,Average,Yes,64.9,Average,High
LOC0698,Lucknow Health Centre,Hospital,Lucknow,Uttar Pradesh,26.971632,80.81803,No,No,Yes,No,No,Yes,No,Yes,Good,Good,High,Yes,Yes,No,Low,39,3545,4.2,0,13,7,NA,Yes,82.6,Good,Low
LOC0699,Jaipur Central Park,Park,Jaipur,Rajasthan,27.003781,75.869148,No,No,Yes,No,No,No,No,No,Average,Good,Low,No,Yes,Yes,Medium,15,2181,3,4,13,1,NA,No,30.8,Poor,High
LOC0700,Pune Junction,Railway Station,Pune,Maharashtra,18.543916,73.757477,Yes,No,No,Yes,Yes,No,Yes,No,Good,Poor,Low,Yes,Yes,No,High,40,6965,4.3,5,18,3,NA,Yes,59.2,Average,High
LOC0701,Coimbatore Degree College,College,Coimbatore,Tamil Nadu,10.926306,76.888249,No,Yes,Yes,Yes,No,Yes,No,Yes,Average,Good,Medium,Yes,Yes,No,Medium,19,4197,2.4,2,16,2,Poor,No,63.2,Average,Medium
LOC0702,Bengaluru Bus Depot,Bus Stop,Bengaluru,Karnataka,12.878636,77.490277,Yes,Yes,Yes,No,No,Yes,No,No,Good,Good,Low,No,Yes,Yes,High,8,1572,2.7,10,7,1,Average,Partial,63.1,Average,High
LOC0703,Delhi Junction,Railway Station,Delhi,Delhi,28.564886,77.153927,Yes,Yes,Yes,Yes,No,No,No,No,Good,Good,Low,Yes,Yes,Yes,Medium,40,8345,2.9,2,10,3,Good,Yes,84.6,Good,Medium
LOC0704,Nashik Collectorate Office,Government Office,Nashik,Maharashtra,20.117926,73.705587,Yes,Yes,Yes,No,Yes,Yes,No,No,Average,Good,High,Yes,Yes,Yes,Low,27,1782,2.9,3,11,3,Good,Yes,94.6,Excellent,Low
LOC0705,Kolkata Bus Stand,Bus Stop,Kolkata,West Bengal,22.480365,88.420519,No,No,No,No,No,No,No,Yes,Average,Poor,Low,No,Yes,Yes,High,9,378,3.5,6,7,1,NA,Yes,24.6,Poor,High
LOC0706,Chandigarh Degree College,College,Chandigarh,Chandigarh,30.768279,76.6951,No,No,No,No,Yes,Yes,No,No,Poor,Average,Medium,Yes,Yes,Yes,Medium,35,4807,3.5,3,18,1,NA,Yes,46.4,Poor,High
LOC0707,Mysuru Bus Depot,Bus Stop,Mysuru,Karnataka,12.355983,76.654507,No,No,No,No,No,No,No,No,Average,Average,High,Yes,Yes,Yes,Low,8,2596,3.2,1,9,1,NA,No,43.5,Poor,Medium
LOC0708,Pune International Airport,Airport,Pune,Maharashtra,18.449422,73.73076,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Good,Average,High,Yes,Yes,No,Medium,29,10101,4.3,1,21,6,NA,Yes,98,Excellent,Low
LOC0709,Bhopal Plaza Mall,Mall,Bhopal,Madhya Pradesh,23.147111,77.406424,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Poor,Good,Medium,No,Yes,Yes,High,18,19444,3.5,7,4,6,Good,No,70.3,Average,High
LOC0710,Thane Government College,College,Thane,Maharashtra,19.227194,73.114626,No,No,No,No,No,No,No,No,Average,Poor,High,Yes,Yes,No,Low,22,1702,3.2,4,2,3,NA,Partial,38.1,Poor,Medium
LOC0711,Ahmedabad College of Engineering,College,Ahmedabad,Gujarat,23.046992,72.656602,No,No,No,Yes,No,Yes,Yes,Yes,Average,Average,Medium,Yes,Yes,Yes,Low,13,958,3.2,6,13,2,NA,Yes,65.8,Average,Medium
LOC0712,Coimbatore Degree College,College,Coimbatore,Tamil Nadu,11.152068,76.868463,No,Yes,Yes,No,Yes,Yes,No,Yes,Good,Poor,High,No,Yes,No,High,7,3635,2.5,2,5,2,Average,Partial,68.2,Average,Medium
LOC0713,Kolkata Heritage Fort,Tourist Attraction,Kolkata,West Bengal,22.713032,88.512552,Yes,No,No,No,Yes,Yes,No,No,Good,Average,Low,No,Yes,Yes,Low,2,457,3.1,6,8,1,NA,Yes,61.3,Average,Medium
LOC0714,Mumbai General Hospital,Hospital,Mumbai,Maharashtra,19.186375,72.935969,No,Yes,Yes,No,Yes,No,Yes,No,Good,Good,Medium,Yes,No,No,Medium,38,4883,4,1,17,6,Average,Yes,80.7,Good,Low
LOC0715,Chandigarh Collectorate Office,Government Office,Chandigarh,Chandigarh,30.816799,76.82439,Yes,Yes,Yes,No,Yes,No,No,No,Poor,Poor,High,No,No,Yes,Low,25,4072,3.3,3,10,2,Poor,Yes,58,Average,Medium
LOC0716,Udaipur Collectorate Office,Government Office,Udaipur,Rajasthan,24.441874,73.629752,No,No,No,No,Yes,Yes,No,Yes,Average,Good,Medium,Yes,Yes,Yes,Medium,19,2295,1.7,3,6,1,NA,No,48.8,Poor,Medium
LOC0717,Coimbatore College of Engineering,College,Coimbatore,Tamil Nadu,11.15429,76.838049,Yes,No,Yes,Yes,No,Yes,No,No,Poor,Poor,Medium,Yes,No,Yes,High,33,2845,3.7,0,20,1,NA,Partial,51.1,Poor,High
LOC0718,Kolkata Bus Stand,Bus Stop,Kolkata,West Bengal,22.567042,88.417039,Yes,No,No,No,Yes,No,No,No,Poor,Average,Medium,Yes,Yes,No,High,10,319,3.1,6,13,1,NA,Yes,42.5,Poor,High
LOC0719,Pune City Park,Park,Pune,Maharashtra,18.624504,73.793631,Yes,No,Yes,No,No,No,No,No,Average,Average,Medium,No,Yes,No,Medium,3,1191,4.3,3,9,1,NA,No,48.1,Poor,Medium
LOC0720,Bhopal Railway Station,Railway Station,Bhopal,Madhya Pradesh,23.336745,77.546925,Yes,Yes,Yes,No,No,Yes,No,Yes,Average,Average,High,Yes,Yes,Yes,Medium,12,12643,2.5,3,19,3,Average,Yes,82.2,Good,Low
LOC0721,Chennai Botanical Garden,Tourist Attraction,Chennai,Tamil Nadu,13.186373,80.338878,Yes,No,Yes,No,No,Yes,No,No,Good,Average,Medium,Yes,No,Yes,Medium,24,2660,3.4,5,8,1,NA,Yes,71,Average,Medium
LOC0722,Patna Tehsil Office,Government Office,Patna,Bihar,25.708568,85.25767,No,Yes,No,No,No,Yes,No,No,Average,Good,Medium,Yes,Yes,No,Medium,15,2684,2.7,7,23,3,Poor,Yes,51,Poor,High
LOC0723,Thiruvananthapuram Tehsil Office,Government Office,Thiruvananthapuram,Kerala,8.600203,76.907149,No,No,Yes,No,Yes,No,No,No,Average,Good,Medium,Yes,No,Yes,Medium,9,3747,2.4,4,14,3,NA,Yes,52.9,Poor,High
LOC0724,Lucknow International Airport,Airport,Lucknow,Uttar Pradesh,26.885895,81.014236,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Average,Good,Low,Yes,Yes,No,High,9,5800,3.4,4,2,2,Good,Partial,77.7,Good,Medium
LOC0725,Indore Shopping Mall,Mall,Indore,Madhya Pradesh,22.570235,75.768283,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Average,Average,High,Yes,Yes,No,High,16,5144,3.6,1,15,2,Good,Partial,86.8,Good,Low
LOC0726,Ahmedabad Government College,College,Ahmedabad,Gujarat,22.915602,72.70423,Yes,No,No,No,Yes,Yes,No,Yes,Good,Poor,High,Yes,Yes,Yes,High,25,3322,3.3,4,22,3,NA,Partial,65.4,Average,Medium
